"","biddingZone_Domain.mRID","start_DateAndOrTime.date","start_DateAndOrTime.time","end_DateAndOrTime.date","end_DateAndOrTime.time","quantity_Measure_Unit.name","production_RegisteredResource.mRID","production_RegisteredResource.name","production_RegisteredResource.pSRType.powerSystemResources.mRID","production_RegisteredResource.pSRType.powerSystemResources.name","production_RegisteredResource.pSRType.powerSystemResources.nominalP","reas_c","quantity","reas_t","year","st.mon","st.d","end.mon","end.d","st.datetime","end.datetime","duration_days"
"8620","10YDE-EON------1",2016-04-18,"17:45:00",2016-04-18,"19:30:00","MAW","11WD2KIKW000301W","Kiel","11WD2KIEL000050P","Kiel","323","B18","0",NA,"2016","04","18","04","18",2016-04-18 17:45:00,2016-04-18 19:30:00,0.0729166666666667
"8621","10YDE-EON------1",2016-05-06,"07:30:00",2016-05-06,"08:00:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0","Other","2016","05","06","05","06",2016-05-06 07:30:00,2016-05-06 08:00:00,0.0208333333333333
"8622","10YDE-EON------1",2016-06-14,"20:30:00",2016-06-15,"11:00:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B18","1281.6","Other","2016","06","14","06","15",2016-06-14 20:30:00,2016-06-15 11:00:00,0.604166666666667
"8623","10YDE-EON------1",2016-06-30,"20:30:00",2016-06-30,"21:00:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B18","1171.8","Other","2016","06","30","06","30",2016-06-30 20:30:00,2016-06-30 21:00:00,0.0208333333333333
"8624","10YDE-EON------1",2016-07-30,"16:30:00",2016-07-30,"16:45:00","MAW","11WD2GHKW000296G","Grohnde","11WD2GROH000049H","Grohnde","1360","B18","1102.5","Other","2016","07","30","07","30",2016-07-30 16:30:00,2016-07-30 16:45:00,0.0104166666666667
"8625","10YDE-EON------1",2016-08-17,"13:15:00",2016-08-17,"14:00:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B20","200.1","External Factors","2016","08","17","08","17",2016-08-17 13:15:00,2016-08-17 14:00:00,0.03125
"8626","10YDE-EON------1",2016-08-29,"07:46:00",2016-08-31,"05:00:00","MAW","11WD2BUSC0002637","Kraftwerk Buschhaus","11WD2BUSD0000386","Buschhaus","352","B18","0",NA,"2016","08","29","08","31",2016-08-29 07:46:00,2016-08-31 05:00:00,1.88472222222222
"8627","10YDE-EON------1",2016-09-25,"01:30:00",2016-09-25,"02:00:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","625","Other","2016","09","25","09","25",2016-09-25 01:30:00,2016-09-25 02:00:00,0.0208333333333333
"8628","10YDE-EON------1",2016-11-28,"05:15:00",2016-11-28,"05:30:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","0",NA,"2016","11","28","11","28",2016-11-28 05:15:00,2016-11-28 05:30:00,0.0104166666666667
"8629","10YDE-EON------1",2016-12-11,"19:15:00",2016-12-20,"13:30:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B20","0","External Factors","2016","12","11","12","20",2016-12-11 19:15:00,2016-12-20 13:30:00,8.76041666666667
"8630","10YDE-EON------1",2016-12-27,"00:00:00",2016-12-27,"22:30:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B20","1288","External Factors","2016","12","27","12","27",2016-12-27 00:00:00,2016-12-27 22:30:00,0.9375
"8631","10YDE-EON------1",2017-01-11,"20:45:00",2017-01-12,"08:00:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B20","1101","External Factors","2017","01","11","01","12",2017-01-11 20:45:00,2017-01-12 08:00:00,0.46875
"8632","10YDE-EON------1",2017-01-28,"03:15:00",2017-01-28,"04:15:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2017","01","28","01","28",2017-01-28 03:15:00,2017-01-28 04:15:00,0.0416666666666667
"8633","10YDE-EON------1",2017-02-11,"17:30:00",2017-02-13,"10:45:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2017","02","11","02","13",2017-02-11 17:30:00,2017-02-13 10:45:00,1.71875
"8634","10YDE-EON------1",2017-03-20,"07:24:00",2017-03-20,"08:24:00","MAW","11WD2WILK000286V","Kraftwerk Wilhelmshaven","11WD2WILH0001255","DEWHV______1_____ ","726","B18","500",NA,"2017","03","20","03","20",2017-03-20 07:24:00,2017-03-20 08:24:00,0.0416666666666667
"8635","10YDE-EON------1",2017-05-29,"22:30:00",2017-05-29,"23:00:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2017","05","29","05","29",2017-05-29 22:30:00,2017-05-29 23:00:00,0.0208333333333333
"8636","10YDE-EON------1",2017-06-19,"19:15:00",2017-06-19,"19:30:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","568.7",NA,"2017","06","19","06","19",2017-06-19 19:15:00,2017-06-19 19:30:00,0.0104166666666667
"8637","10YDE-EON------1",2017-07-11,"10:00:00",2017-07-11,"10:15:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0",NA,"2017","07","11","07","11",2017-07-11 10:00:00,2017-07-11 10:15:00,0.0104166666666667
"8638","10YDE-EON------1",2017-07-26,"16:30:00",2017-07-26,"17:15:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","176",NA,"2017","07","26","07","26",2017-07-26 16:30:00,2017-07-26 17:15:00,0.03125
"8640","10YDE-EON------1",2017-09-09,"12:20:00",2017-09-09,"13:20:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","0",NA,"2017","09","09","09","09",2017-09-09 12:20:00,2017-09-09 13:20:00,0.0416666666666667
"8641","10YDE-EON------1",2017-09-25,"04:45:00",2017-09-25,"05:15:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2017","09","25","09","25",2017-09-25 04:45:00,2017-09-25 05:15:00,0.0208333333333333
"8642","10YDE-EON------1",2017-10-10,"06:00:00",2017-10-10,"08:15:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","0",NA,"2017","10","10","10","10",2017-10-10 06:00:00,2017-10-10 08:15:00,0.09375
"8643","10YDE-EON------1",2017-10-25,"14:55:00",2017-10-25,"18:00:00","MAW","11WD2ZOLL0002880","Kraftwerk Zolling","11WD2ZOL50001274","DEZOLLI____1_____","472","B18","0",NA,"2017","10","25","10","25",2017-10-25 14:55:00,2017-10-25 18:00:00,0.128472222222222
"8644","10YDE-EON------1",2017-11-13,"05:30:00",2017-11-13,"08:15:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0",NA,"2017","11","13","11","13",2017-11-13 05:30:00,2017-11-13 08:15:00,0.114583333333333
"8645","10YDE-EON------1",2017-12-12,"10:44:00",2017-12-12,"13:01:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","0",NA,"2017","12","12","12","12",2017-12-12 10:44:00,2017-12-12 13:01:00,0.0951388888888889
"8646","10YDE-EON------1",2018-03-11,"21:00:00",2018-03-12,"05:00:00","MAW","11WD2WBWK000317H","HKW West","11WD2WBW1000039N","HKW West Block 1","138.5","B18","0",NA,"2018","03","11","03","12",2018-03-11 21:00:00,2018-03-12 05:00:00,0.333333333333333
"8647","10YDE-EON------1",2018-05-08,"00:30:00",2018-05-08,"01:00:00","MAW","11WD2GHKW000296G","Grohnde","11WD2GROH000049H","Grohnde","1360","B18","584.2",NA,"2018","05","08","05","08",2018-05-08 00:30:00,2018-05-08 01:00:00,0.0208333333333333
"8648","10YDE-EON------1",2018-07-31,"04:45:00",2018-07-31,"06:00:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B20","487","External Factors","2018","07","31","07","31",2018-07-31 04:45:00,2018-07-31 06:00:00,0.0520833333333333
"8649","10YDE-EON------1",2018-08-19,"08:30:00",2018-08-20,"20:06:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","0",NA,"2018","08","19","08","20",2018-08-19 08:30:00,2018-08-20 20:06:00,1.48333333333333
"8650","10YDE-EON------1",2018-08-30,"12:30:00",2018-08-30,"14:15:00","MAW","11WD2BRKW000294C","Brokdorf","11WD2BROK000123P","Brokdorf","1410","B18","1158.3","Other","2018","08","30","08","30",2018-08-30 12:30:00,2018-08-30 14:15:00,0.0729166666666667
"8651","10YDE-EON------1",2018-09-19,"06:56:00",2018-09-19,"09:59:00","MAW","11WD2ZOLL0002880","Kraftwerk Zolling","11WD2ZOL50001274","DEZOLLI____1_____","472","B20","350","External Factors","2018","09","19","09","19",2018-09-19 06:56:00,2018-09-19 09:59:00,0.127083333333333
"8652","10YDE-EON------1",2018-10-18,"04:45:00",2018-10-18,"05:30:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0",NA,"2018","10","18","10","18",2018-10-18 04:45:00,2018-10-18 05:30:00,0.03125
"8653","10YDE-EON------1",2018-11-02,"13:00:00",2018-11-03,"13:30:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","0",NA,"2018","11","02","11","03",2018-11-02 13:00:00,2018-11-03 13:30:00,1.02083333333333
"8655","10YDE-EON------1",2019-02-02,"07:00:00",2019-02-02,"14:45:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0",NA,"2019","02","02","02","02",2019-02-02 07:00:00,2019-02-02 14:45:00,0.322916666666667
"8656","10YDE-EON------1",2019-03-31,"11:00:00",2019-03-31,"22:00:00","MAW","11WD2KIKW000301W","Kiel","11WD2KIEL000050P","Kiel","323","B18","0",NA,"2019","03","31","03","31",2019-03-31 11:00:00,2019-03-31 22:00:00,0.458333333333333
"8659","10YDE-EON------1",2019-07-04,"11:15:00",2019-07-04,"12:00:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B20","1252.8","External Factors","2019","07","04","07","04",2019-07-04 11:15:00,2019-07-04 12:00:00,0.03125
"8661","10YDE-EON------1",2015-02-10,"19:30:00",2015-02-10,"22:00:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","652.4","Other","2015","02","10","02","10",2015-02-10 19:30:00,2015-02-10 22:00:00,0.104166666666667
"8662","10YDE-EON------1",2015-03-16,"04:00:00",2015-03-16,"07:15:00","MAW","11WD2GEBE000177K","Franken I","11WD2GE2D000056A","Franken I Block 2 + GT","440","B18","53","Other","2015","03","16","03","16",2015-03-16 04:00:00,2015-03-16 07:15:00,0.135416666666667
"8663","10YDE-EON------1",2015-03-25,"18:15:00",2015-03-25,"23:00:00","MAW","11WD2VELT000176H","Veltheim","11WD2VEL3000053J","Veltheim 3","303","B18","200",NA,"2015","03","25","03","25",2015-03-25 18:15:00,2015-03-25 23:00:00,0.197916666666667
"8664","10YDE-EON------1",2015-07-04,"13:30:00",2015-07-04,"19:00:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","340",NA,"2015","07","04","07","04",2015-07-04 13:30:00,2015-07-04 19:00:00,0.229166666666667
"8665","10YDE-EON------1",2015-07-22,"06:00:00",2015-07-23,"22:00:00","MAW","11WD2SUE2000103B","Sued GuD2","11WD2S262000102W","Sued GuD2 GT62","136","A95","0","Einschränkungen auf Grund von behoerdlichen oder umweltrechtlichen Vorgaben","2015","07","22","07","23",2015-07-22 06:00:00,2015-07-23 22:00:00,1.66666666666667
"8666","10YDE-EON------1",2015-08-02,"17:00:00",2015-08-02,"17:15:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","228.7","Other","2015","08","02","08","02",2015-08-02 17:00:00,2015-08-02 17:15:00,0.0104166666666667
"8667","10YDE-EON------1",2015-08-15,"11:00:00",2015-08-15,"11:45:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","0",NA,"2015","08","15","08","15",2015-08-15 11:00:00,2015-08-15 11:45:00,0.03125
"8668","10YDE-EON------1",2015-08-31,"21:30:00",2015-08-31,"21:45:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","90.8",NA,"2015","08","31","08","31",2015-08-31 21:30:00,2015-08-31 21:45:00,0.0104166666666667
"8669","10YDE-EON------1",2015-09-15,"17:30:00",2015-09-15,"18:00:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","0",NA,"2015","09","15","09","15",2015-09-15 17:30:00,2015-09-15 18:00:00,0.0208333333333333
"8670","10YDE-EON------1",2015-10-01,"15:30:00",2015-10-01,"17:45:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0",NA,"2015","10","01","10","01",2015-10-01 15:30:00,2015-10-01 17:45:00,0.09375
"8671","10YDE-EON------1",2015-11-20,"15:45:00",2015-11-20,"16:15:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","340",NA,"2015","11","20","11","20",2015-11-20 15:45:00,2015-11-20 16:15:00,0.0208333333333333
"8672","10YDE-EON------1",2015-12-07,"18:25:00",2015-12-08,"14:54:00","MAW","11WD2ONSO000218S","Offshore Windpark","11WD2ONO10002202","Nordsee Ost 1","144","B18","0",NA,"2015","12","07","12","08",2015-12-07 18:25:00,2015-12-08 14:54:00,0.853472222222222
"8673","10YDE-EON------1",2016-01-05,"15:45:00",2016-01-05,"16:00:00","MAW","11WD2IRSC000179N","Irsching","11WD2IRG30000606","Irsching 3","415","B18","0.2",NA,"2016","01","05","01","05",2016-01-05 15:45:00,2016-01-05 16:00:00,0.0104166666666667
"8674","10YDE-EON------1",2016-01-19,"19:30:00",2016-01-20,"15:30:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","250",NA,"2016","01","19","01","20",2016-01-19 19:30:00,2016-01-20 15:30:00,0.833333333333333
"8675","10YDE-EON------1",2016-02-03,"02:07:00",2016-02-05,"00:30:00","MAW","11WD2WILK000286V","Kraftwerk Wilhelmshaven","11WD2WILH0001255","DEWHV______1_____ ","726","B18","0",NA,"2016","02","03","02","05",2016-02-03 02:07:00,2016-02-05 00:30:00,1.93263888888889
"8676","10YDE-EON------1",2016-05-06,"08:00:00",2016-05-06,"08:15:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","92.9","Other","2016","05","06","05","06",2016-05-06 08:00:00,2016-05-06 08:15:00,0.0104166666666667
"8677","10YDE-EON------1",2016-05-22,"00:52:00",2016-05-22,"22:00:00","MAW","11WD2BHAF000272F","KW Hafen","11WD2BRE6000118Z","KW Hafen Block 6","300","B18","0",NA,"2016","05","22","05","22",2016-05-22 00:52:00,2016-05-22 22:00:00,0.880555555555556
"8678","10YDE-EON------1",2016-06-04,"21:15:00",2016-06-06,"09:30:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2016","06","04","06","06",2016-06-04 21:15:00,2016-06-06 09:30:00,1.51041666666667
"8679","10YDE-EON------1",2016-06-30,"23:15:00",2016-07-01,"06:00:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B20","1183","External Factors","2016","06","30","07","01",2016-06-30 23:15:00,2016-07-01 06:00:00,0.28125
"8680","10YDE-EON------1",2016-07-11,"21:15:00",2016-07-12,"07:45:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B20","1084.9","External Factors","2016","07","11","07","12",2016-07-11 21:15:00,2016-07-12 07:45:00,0.4375
"8681","10YDE-EON------1",2016-07-30,"16:30:00",2016-07-30,"17:00:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","530","Other","2016","07","30","07","30",2016-07-30 16:30:00,2016-07-30 17:00:00,0.0208333333333333
"8682","10YDE-EON------1",2016-08-17,"14:00:00",2016-08-17,"14:15:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B20","298.3","External Factors","2016","08","17","08","17",2016-08-17 14:00:00,2016-08-17 14:15:00,0.0104166666666667
"8683","10YDE-EON------1",2016-09-19,"03:30:00",2016-09-19,"19:15:00","MAW","11WD2KIKW000301W","Kiel","11WD2KIEL000050P","Kiel","323","B18","0",NA,"2016","09","19","09","19",2016-09-19 03:30:00,2016-09-19 19:15:00,0.65625
"8684","10YDE-EON------1",2016-09-25,"21:30:00",2016-09-26,"03:00:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","625","Other","2016","09","25","09","26",2016-09-25 21:30:00,2016-09-26 03:00:00,0.229166666666667
"8685","10YDE-EON------1",2016-10-19,"04:15:00",2016-10-19,"04:45:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","530",NA,"2016","10","19","10","19",2016-10-19 04:15:00,2016-10-19 04:45:00,0.0208333333333333
"8686","10YDE-EON------1",2016-10-27,"10:45:00",2016-10-27,"12:45:00","MAW","11WD2KIKW000301W","Kiel","11WD2KIEL000050P","Kiel","323","B18","0",NA,"2016","10","27","10","27",2016-10-27 10:45:00,2016-10-27 12:45:00,0.0833333333333333
"8687","10YDE-EON------1",2016-11-28,"05:30:00",2016-11-28,"05:45:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","271.7",NA,"2016","11","28","11","28",2016-11-28 05:30:00,2016-11-28 05:45:00,0.0104166666666667
"8688","10YDE-EON------1",2016-12-11,"22:00:00",2016-12-12,"02:15:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B20","1259.7","External Factors","2016","12","11","12","12",2016-12-11 22:00:00,2016-12-12 02:15:00,0.177083333333333
"8689","10YDE-EON------1",2016-12-27,"21:00:00",2016-12-27,"22:15:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0",NA,"2016","12","27","12","27",2016-12-27 21:00:00,2016-12-27 22:15:00,0.0520833333333333
"8690","10YDE-EON------1",2017-01-12,"06:30:00",2017-01-12,"07:30:00","MAW","11WD2SUE1000099L","Sued GuD1","11WD2S1G3000098K","Sued GuD1 GT3","108","A95","0","External Factors","2017","01","12","01","12",2017-01-12 06:30:00,2017-01-12 07:30:00,0.0416666666666667
"8691","10YDE-EON------1",2017-01-28,"04:15:00",2017-01-28,"04:30:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","109.2",NA,"2017","01","28","01","28",2017-01-28 04:15:00,2017-01-28 04:30:00,0.0104166666666667
"8692","10YDE-EON------1",2017-02-15,"04:30:00",2017-02-15,"04:45:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","725.5",NA,"2017","02","15","02","15",2017-02-15 04:30:00,2017-02-15 04:45:00,0.0104166666666667
"8693","10YDE-EON------1",2017-04-30,"10:00:00",2017-05-01,"09:15:00","MAW","11WD2KIKW000301W","Kiel","11WD2KIEL000050P","Kiel","323","B18","0",NA,"2017","04","30","05","01",2017-04-30 10:00:00,2017-05-01 09:15:00,0.96875
"8694","10YDE-EON------1",2017-06-13,"10:00:00",2017-06-13,"12:00:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2017","06","13","06","13",2017-06-13 10:00:00,2017-06-13 12:00:00,0.0833333333333333
"8695","10YDE-EON------1",2017-06-19,"19:30:00",2017-06-19,"20:15:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","587",NA,"2017","06","19","06","19",2017-06-19 19:30:00,2017-06-19 20:15:00,0.03125
"8696","10YDE-EON------1",2017-07-11,"11:15:00",2017-07-11,"14:30:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","0",NA,"2017","07","11","07","11",2017-07-11 11:15:00,2017-07-11 14:30:00,0.135416666666667
"8697","10YDE-EON------1",2017-07-27,"03:45:00",2017-07-27,"04:00:00","MAW","11WD2ISKW000299Q","Isar 2","11WD2ISAR000122A","Isar 2","1410","B18","767.5",NA,"2017","07","27","07","27",2017-07-27 03:45:00,2017-07-27 04:00:00,0.0104166666666667
"8698","10YDE-EON------1",2017-09-09,"16:37:00",2017-09-10,"09:59:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","240",NA,"2017","09","09","09","10",2017-09-09 16:37:00,2017-09-10 09:59:00,0.723611111111111
"8699","10YDE-EON------1",2017-09-25,"08:45:00",2017-09-25,"09:45:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2017","09","25","09","25",2017-09-25 08:45:00,2017-09-25 09:45:00,0.0416666666666667
"8700","10YDE-EON------1",2017-10-10,"09:37:00",2017-10-10,"13:51:00","MAW","11WD2GKBB000334V","GKB Mittelsbueren","11WD2GKBK000335V","GKB Mittelsbueren GuD","450","B18","0",NA,"2017","10","10","10","10",2017-10-10 09:37:00,2017-10-10 13:51:00,0.176388888888889
"8701","10YDE-EON------1",2017-10-26,"12:30:00",2017-10-27,"15:30:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","0",NA,"2017","10","26","10","27",2017-10-26 12:30:00,2017-10-27 15:30:00,1.125
"8702","10YDE-EON------1",2017-11-14,"03:08:00",2017-11-14,"07:00:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","0",NA,"2017","11","14","11","14",2017-11-14 03:08:00,2017-11-14 07:00:00,0.161111111111111
"8703","10YDE-EON------1",2017-11-27,"03:30:00",2017-11-27,"04:58:00","MAW","11WD2GKBB000334V","GKB Mittelsbueren","11WD2GKBK000335V","GKB Mittelsbueren GuD","450","B20","0","External Factors","2017","11","27","11","27",2017-11-27 03:30:00,2017-11-27 04:58:00,0.0611111111111111
"8704","10YDE-EON------1",2017-12-12,"21:30:00",2017-12-13,"09:45:00","MAW","11WD2GEBE000177K","Franken I","11WD2GE2D000056A","Franken I Block 2 + GT","440","B18","0",NA,"2017","12","12","12","13",2017-12-12 21:30:00,2017-12-13 09:45:00,0.510416666666667
"8705","10YDE-EON------1",2018-03-12,"04:23:00",2018-03-12,"05:23:00","MAW","11WD2ZOLL0002880","Kraftwerk Zolling","11WD2ZOL50001274","DEZOLLI____1_____","472","B18","350",NA,"2018","03","12","03","12",2018-03-12 04:23:00,2018-03-12 05:23:00,0.0416666666666667
"8706","10YDE-EON------1",2018-03-28,"01:22:00",2018-03-28,"02:30:00","MAW","11WD2WILK000286V","Kraftwerk Wilhelmshaven","11WD2WILH0001255","DEWHV______1_____ ","726","B18","0","Other","2018","03","28","03","28",2018-03-28 01:22:00,2018-03-28 02:30:00,0.0472222222222222
"8707","10YDE-EON------1",2018-05-08,"01:00:00",2018-05-08,"03:45:00","MAW","11WD2GHKW000296G","Grohnde","11WD2GROH000049H","Grohnde","1360","B18","568.1",NA,"2018","05","08","05","08",2018-05-08 01:00:00,2018-05-08 03:45:00,0.114583333333333
"8708","10YDE-EON------1",2018-06-06,"10:00:00",2018-06-06,"10:15:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","622","Other","2018","06","06","06","06",2018-06-06 10:00:00,2018-06-06 10:15:00,0.0104166666666667
