"","biddingZone_Domain.mRID","start_DateAndOrTime.date","start_DateAndOrTime.time","end_DateAndOrTime.date","end_DateAndOrTime.time","quantity_Measure_Unit.name","production_RegisteredResource.mRID","production_RegisteredResource.name","production_RegisteredResource.pSRType.powerSystemResources.mRID","production_RegisteredResource.pSRType.powerSystemResources.name","production_RegisteredResource.pSRType.powerSystemResources.nominalP","reas_c","quantity","reas_t","year","st.mon","st.d","end.mon","end.d","st.datetime","end.datetime","duration_days"
"8517","10YDE-EON------1",2018-10-16,"10:31:00",2018-10-16,"16:01:00","MAW","11WD2SUE1000099L","Sued GuD1","11WD2S1G3000098K","Sued GuD1 GT3","108","B18","0",NA,"2018","10","16","10","16",2018-10-16 10:31:00,2018-10-16 16:01:00,0.229166666666667
"8518","10YDE-EON------1",2018-11-02,"12:30:00",2018-11-02,"12:45:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","117.4",NA,"2018","11","02","11","02",2018-11-02 12:30:00,2018-11-02 12:45:00,0.0104166666666667
"8519","10YDE-EON------1",2018-11-25,"06:02:00",2018-11-25,"09:28:00","MAW","11WD2ZOLL0002880","Kraftwerk Zolling","11WD2ZOL50001274","DEZOLLI____1_____","472","B18","0",NA,"2018","11","25","11","25",2018-11-25 06:02:00,2018-11-25 09:28:00,0.143055555555556
"8520","10YDE-EON------1",2018-12-09,"21:45:00",2018-12-10,"18:15:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B20","0","External Factors","2018","12","09","12","10",2018-12-09 21:45:00,2018-12-10 18:15:00,0.854166666666667
"8521","10YDE-EON------1",2018-12-22,"05:14:00",2018-12-22,"11:00:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","0",NA,"2018","12","22","12","22",2018-12-22 05:14:00,2018-12-22 11:00:00,0.240277777777778
"8522","10YDE-EON------1",2019-02-02,"00:18:00",2019-02-02,"22:59:00","MAW","11WD2GKBB000334V","GKB Mittelsbueren","11WD2GKBK000335V","GKB Mittelsbueren GuD","450","B20","0","External Factors","2019","02","02","02","02",2019-02-02 00:18:00,2019-02-02 22:59:00,0.945138888888889
"8523","10YDE-EON------1",2019-02-19,"05:35:00",2019-02-19,"11:40:00","MAW","11WD2GKBB000334V","GKB Mittelsbueren","11WD2GKBK000335V","GKB Mittelsbueren GuD","450","B18","75",NA,"2019","02","19","02","19",2019-02-19 05:35:00,2019-02-19 11:40:00,0.253472222222222
"8524","10YDE-EON------1",2019-03-30,"18:45:00",2019-03-30,"22:15:00","MAW","11WD2HUKW000298J","Huntorf","11WD2HUNT0000644","Huntorf GT","321","B18","0",NA,"2019","03","30","03","30",2019-03-30 18:45:00,2019-03-30 22:15:00,0.145833333333333
"8525","10YDE-EON------1",2019-04-21,"13:15:00",2019-04-21,"15:45:00","MAW","11WD2HUKW000298J","Huntorf","11WD2HUNT0000644","Huntorf GT","321","B18","0",NA,"2019","04","21","04","21",2019-04-21 13:15:00,2019-04-21 15:45:00,0.104166666666667
"8526","10YDE-EON------1",2019-06-05,"13:30:00",2019-06-05,"16:00:00","MAW","11WD2HANN5C----0","GKW Hannover (GKH)","11WD2HANN5C---2V","Block 2","136","B18","0","Other","2019","06","05","06","05",2019-06-05 13:30:00,2019-06-05 16:00:00,0.104166666666667
"8527","10YDE-EON------1",2019-07-02,"05:24:00",2019-07-02,"21:59:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","121",NA,"2019","07","02","07","02",2019-07-02 05:24:00,2019-07-02 21:59:00,0.690972222222222
"8529","10YDE-EON------1",2019-10-03,"01:30:00",2019-10-03,"07:00:00","MAW","11WD2BHAF000272F","KW Hafen","11WD2BRE6000118Z","KW Hafen Block 6","300","B18","100",NA,"2019","10","03","10","03",2019-10-03 01:30:00,2019-10-03 07:00:00,0.229166666666667
"8530","10YDE-EON------1",2019-10-17,"23:00:00",2019-10-18,"21:00:00","MAW","11WD2BHAF000272F","KW Hafen","11WD2BRE6000118Z","KW Hafen Block 6","300","B18","0",NA,"2019","10","17","10","18",2019-10-17 23:00:00,2019-10-18 21:00:00,0.916666666666667
"8531","10YDE-EON------1",2019-11-03,"11:10:00",2019-11-04,"11:14:00","MAW","11WD2ZOLL0002880","Kraftwerk Zolling","11WD2ZOL50001274","DEZOLLI____1_____","472","B18","200",NA,"2019","11","03","11","04",2019-11-03 11:10:00,2019-11-04 11:14:00,1.00277777777778
"8532","10YDE-EON------1",2019-12-04,"05:20:00",2019-12-04,"06:38:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","170",NA,"2019","12","04","12","04",2019-12-04 05:20:00,2019-12-04 06:38:00,0.0541666666666667
"8533","10YDE-EON------1",2015-02-10,"13:45:00",2015-02-10,"19:30:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","360","Other","2015","02","10","02","10",2015-02-10 13:45:00,2015-02-10 19:30:00,0.239583333333333
"8534","10YDE-EON------1",2015-03-15,"09:00:00",2015-03-15,"09:15:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","220","Other","2015","03","15","03","15",2015-03-15 09:00:00,2015-03-15 09:15:00,0.0104166666666667
"8535","10YDE-EON------1",2015-03-25,"12:30:00",2015-03-25,"15:00:00","MAW","11WD2BHAF000272F","KW Hafen","11WD2BRE6000118Z","KW Hafen Block 6","300","B18","140",NA,"2015","03","25","03","25",2015-03-25 12:30:00,2015-03-25 15:00:00,0.104166666666667
"8536","10YDE-EON------1",2015-06-26,"05:00:00",2015-06-26,"10:00:00","MAW","11WD2ONSO000218S","Offshore Windpark","11WD2ONO10002202","Nordsee Ost 1","144","B18","30.8",NA,"2015","06","26","06","26",2015-06-26 05:00:00,2015-06-26 10:00:00,0.208333333333333
"8537","10YDE-EON------1",2015-07-03,"05:00:00",2015-07-03,"06:00:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0","Other","2015","07","03","07","03",2015-07-03 05:00:00,2015-07-03 06:00:00,0.0416666666666667
"8538","10YDE-EON------1",2015-07-20,"11:00:00",2015-07-20,"12:30:00","MAW","11WD2NO2K000308Z","Nord 2","11WD2NOR20001055","Nord 2 T20","333","A95","166.5","Einschränkungen auf Grund von behoerdlichen oder umweltrechtlichen Vorgaben","2015","07","20","07","20",2015-07-20 11:00:00,2015-07-20 12:30:00,0.0625
"8539","10YDE-EON------1",2015-08-02,"07:15:00",2015-08-02,"07:30:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","718.9",NA,"2015","08","02","08","02",2015-08-02 07:15:00,2015-08-02 07:30:00,0.0104166666666667
"8540","10YDE-EON------1",2015-08-15,"05:45:00",2015-08-15,"21:30:00","MAW","11WD2IRSC000179N","Irsching","11WD2IRG5000062N","Irsching 5","846","B20","530.5","External Factors","2015","08","15","08","15",2015-08-15 05:45:00,2015-08-15 21:30:00,0.65625
"8541","10YDE-EON------1",2015-08-31,"10:06:00",2015-09-01,"06:00:00","MAW","11WD2BHAS000271O","KW Hastedt","11WD2BR15000116G","KW Hastedt Block 15","119","B18","0",NA,"2015","08","31","09","01",2015-08-31 10:06:00,2015-09-01 06:00:00,0.829166666666667
"8542","10YDE-EON------1",2015-09-15,"16:15:00",2015-09-17,"09:45:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2015","09","15","09","17",2015-09-15 16:15:00,2015-09-17 09:45:00,1.72916666666667
"8543","10YDE-EON------1",2015-09-30,"23:15:00",2015-10-01,"04:00:00","MAW","11WD2GHKW000296G","Grohnde","11WD2GROH000049H","Grohnde","1360","B18","1229.9","Other","2015","09","30","10","01",2015-09-30 23:15:00,2015-10-01 04:00:00,0.197916666666667
"8544","10YDE-EON------1",2015-10-24,"20:00:00",2015-10-26,"07:00:00","MAW","11WD2BMIT0002731","KW Mittelsbueren","11WD2BRE4000115K","KW Mittelsbueren Block 4","176","B18","10",NA,"2015","10","24","10","26",2015-10-24 20:00:00,2015-10-26 07:00:00,1.5
"8545","10YDE-EON------1",2015-11-02,"04:32:00",2015-11-02,"07:20:00","MAW","11WD2ZOLL0002880","Kraftwerk Zolling","11WD2ZOL50001274","DEZOLLI____1_____","472","B18","130","Other","2015","11","02","11","02",2015-11-02 04:32:00,2015-11-02 07:20:00,0.116666666666667
"8546","10YDE-EON------1",2015-11-19,"07:15:00",2015-11-20,"10:30:00","MAW","11WD2INGO0001783","Ingolstadt","11WD2ING3000058X","Ingolstadt 3","386","B18","200","Other","2015","11","19","11","20",2015-11-19 07:15:00,2015-11-20 10:30:00,1.13541666666667
"8547","10YDE-EON------1",2015-12-07,"13:30:00",2015-12-07,"13:45:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","760.6",NA,"2015","12","07","12","07",2015-12-07 13:30:00,2015-12-07 13:45:00,0.0104166666666667
"8548","10YDE-EON------1",2015-12-14,"09:36:00",2015-12-14,"10:36:00","MAW","11WD2WILK000286V","Kraftwerk Wilhelmshaven","11WD2WILH0001255","DEWHV______1_____ ","726","B18","514",NA,"2015","12","14","12","14",2015-12-14 09:36:00,2015-12-14 10:36:00,0.0416666666666667
"8549","10YDE-EON------1",2016-01-05,"07:15:00",2016-01-05,"07:30:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","544.1",NA,"2016","01","05","01","05",2016-01-05 07:15:00,2016-01-05 07:30:00,0.0104166666666667
"8550","10YDE-EON------1",2016-01-19,"18:15:00",2016-01-19,"18:30:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","619.4",NA,"2016","01","19","01","19",2016-01-19 18:15:00,2016-01-19 18:30:00,0.0104166666666667
"8551","10YDE-EON------1",2016-02-01,"06:15:00",2016-02-01,"06:30:00","MAW","11WD2INGO0001783","Ingolstadt","11WD2ING3000058X","Ingolstadt 3","386","B20","273","External Factors","2016","02","01","02","01",2016-02-01 06:15:00,2016-02-01 06:30:00,0.0104166666666667
"8553","10YDE-EON------1",2016-04-18,"11:23:00",2016-04-18,"14:00:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","245",NA,"2016","04","18","04","18",2016-04-18 11:23:00,2016-04-18 14:00:00,0.109027777777778
"8554","10YDE-EON------1",2016-05-06,"07:00:00",2016-05-06,"07:15:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0",NA,"2016","05","06","05","06",2016-05-06 07:00:00,2016-05-06 07:15:00,0.0104166666666667
"8555","10YDE-EON------1",2016-05-18,"22:03:00",2016-05-18,"23:34:00","MAW","11WD2BMIT0002731","KW Mittelsbueren","11WD2BRE4000115K","KW Mittelsbueren Block 4","176","B18","0",NA,"2016","05","18","05","18",2016-05-18 22:03:00,2016-05-18 23:34:00,0.0631944444444444
"8556","10YDE-EON------1",2016-07-11,"06:27:00",2016-07-11,"07:45:00","MAW","11WD2SUE2000103B","Sued GuD2","11WD2S2610001015","Sued GuD2 GT61","136","B18","0",NA,"2016","07","11","07","11",2016-07-11 06:27:00,2016-07-11 07:45:00,0.0541666666666667
"8557","10YDE-EON------1",2016-07-28,"22:45:00",2016-07-29,"00:15:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","450",NA,"2016","07","28","07","29",2016-07-28 22:45:00,2016-07-29 00:15:00,0.0625
"8558","10YDE-EON------1",2016-08-17,"05:45:00",2016-08-17,"08:05:00","MAW","11WD2NO2K000308Z","Nord 2","11WD2NOR20001055","Nord 2 T20","333","B18","0",NA,"2016","08","17","08","17",2016-08-17 05:45:00,2016-08-17 08:05:00,0.0972222222222222
"8559","10YDE-EON------1",2016-08-28,"17:17:00",2016-08-29,"17:00:00","MAW","11WD2BUSC0002637","Kraftwerk Buschhaus","11WD2BUSD0000386","Buschhaus","352","B18","0",NA,"2016","08","28","08","29",2016-08-28 17:17:00,2016-08-29 17:00:00,0.988194444444444
"8560","10YDE-EON------1",2016-09-25,"01:15:00",2016-09-25,"01:30:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","213.2","Other","2016","09","25","09","25",2016-09-25 01:15:00,2016-09-25 01:30:00,0.0104166666666667
"8561","10YDE-EON------1",2016-11-20,"00:30:00",2016-11-20,"00:45:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","404.7",NA,"2016","11","20","11","20",2016-11-20 00:30:00,2016-11-20 00:45:00,0.0104166666666667
"8562","10YDE-EON------1",2016-11-28,"05:00:00",2016-11-28,"05:15:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","0.6",NA,"2016","11","28","11","28",2016-11-28 05:00:00,2016-11-28 05:15:00,0.0104166666666667
"8563","10YDE-EON------1",2016-12-26,"17:45:00",2016-12-26,"18:00:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","100.9","Other","2016","12","26","12","26",2016-12-26 17:45:00,2016-12-26 18:00:00,0.0104166666666667
"8565","10YDE-EON------1",2017-01-27,"21:00:00",2017-02-03,"06:15:00","MAW","11WD2SUE1000099L","Sued GuD1","11WD2S1G2000097U","Sued GuD1 GT2","108","A95","0","External Factors","2017","01","27","02","03",2017-01-27 21:00:00,2017-02-03 06:15:00,6.38541666666667
"8566","10YDE-EON------1",2017-02-11,"15:15:00",2017-02-11,"16:45:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2017","02","11","02","11",2017-02-11 15:15:00,2017-02-11 16:45:00,0.0625
"8567","10YDE-EON------1",2017-03-03,"06:00:00",2017-03-03,"08:00:00","MAW","11WD2SUE1000099L","Sued GuD1","11WD2S1G3000098K","Sued GuD1 GT3","108","A95","0","External Factors","2017","03","03","03","03",2017-03-03 06:00:00,2017-03-03 08:00:00,0.0833333333333333
"8568","10YDE-EON------1",2017-03-20,"04:00:00",2017-03-20,"06:22:00","MAW","11WD2WILK000286V","Kraftwerk Wilhelmshaven","11WD2WILH0001255","DEWHV______1_____ ","726","B18","0",NA,"2017","03","20","03","20",2017-03-20 04:00:00,2017-03-20 06:22:00,0.0986111111111111
"8569","10YDE-EON------1",2017-04-03,"06:30:00",2017-04-03,"10:45:00","MAW","11WD2HUKW000298J","Huntorf","11WD2HUNT0000644","Huntorf GT","321","B18","0",NA,"2017","04","03","04","03",2017-04-03 06:30:00,2017-04-03 10:45:00,0.177083333333333
"8570","10YDE-EON------1",2017-04-19,"08:10:00",2017-04-19,"11:14:00","MAW","11WD2BHAF000272F","KW Hafen","11WD2BRE6000118Z","KW Hafen Block 6","300","B18","200",NA,"2017","04","19","04","19",2017-04-19 08:10:00,2017-04-19 11:14:00,0.127777777777778
"8571","10YDE-EON------1",2017-04-29,"14:15:00",2017-04-29,"14:30:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","393",NA,"2017","04","29","04","29",2017-04-29 14:15:00,2017-04-29 14:30:00,0.0104166666666667
"8573","10YDE-EON------1",2017-05-29,"20:00:00",2017-05-29,"23:00:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","600",NA,"2017","05","29","05","29",2017-05-29 20:00:00,2017-05-29 23:00:00,0.125
"8574","10YDE-EON------1",2017-06-10,"16:00:00",2017-06-10,"19:45:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","0",NA,"2017","06","10","06","10",2017-06-10 16:00:00,2017-06-10 19:45:00,0.15625
"8575","10YDE-EON------1",2017-06-19,"19:00:00",2017-06-19,"19:15:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","550.4",NA,"2017","06","19","06","19",2017-06-19 19:00:00,2017-06-19 19:15:00,0.0104166666666667
"8576","10YDE-EON------1",2017-07-11,"09:45:00",2017-07-11,"10:45:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","370.4",NA,"2017","07","11","07","11",2017-07-11 09:45:00,2017-07-11 10:45:00,0.0416666666666667
"8577","10YDE-EON------1",2017-07-26,"15:30:00",2017-07-27,"12:02:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","240",NA,"2017","07","26","07","27",2017-07-26 15:30:00,2017-07-27 12:02:00,0.855555555555556
"8578","10YDE-EON------1",2017-08-27,"10:45:00",2017-08-27,"11:15:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2017","08","27","08","27",2017-08-27 10:45:00,2017-08-27 11:15:00,0.0208333333333333
"8579","10YDE-EON------1",2017-09-08,"23:00:00",2017-09-09,"11:00:00","MAW","11WD2GHKW000296G","Grohnde","11WD2GROH000049H","Grohnde","1360","B20","1240","External Factors","2017","09","08","09","09",2017-09-08 23:00:00,2017-09-09 11:00:00,0.5
"8580","10YDE-EON------1",2017-09-25,"03:30:00",2017-09-25,"04:00:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M20000748","Waldeck II M6","240","B18","0",NA,"2017","09","25","09","25",2017-09-25 03:30:00,2017-09-25 04:00:00,0.0208333333333333
"8581","10YDE-EON------1",2017-10-10,"03:01:00",2017-10-10,"05:23:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B20","180","External Factors","2017","10","10","10","10",2017-10-10 03:01:00,2017-10-10 05:23:00,0.0986111111111111
"8582","10YDE-EON------1",2017-11-13,"04:00:00",2017-11-13,"05:30:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","0",NA,"2017","11","13","11","13",2017-11-13 04:00:00,2017-11-13 05:30:00,0.0625
"8583","10YDE-EON------1",2017-11-21,"16:45:00",2017-11-21,"17:00:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA4000065N","Staudinger 4","622","B18","451",NA,"2017","11","21","11","21",2017-11-21 16:45:00,2017-11-21 17:00:00,0.0104166666666667
"8584","10YDE-EON------1",2017-12-12,"05:29:00",2017-12-13,"23:00:00","MAW","11WD2BHAS000271O","KW Hastedt","11WD2BR15000116G","KW Hastedt Block 15","119","B18","19",NA,"2017","12","12","12","13",2017-12-12 05:29:00,2017-12-13 23:00:00,1.72986111111111
"8585","10YDE-EON------1",2018-03-11,"11:10:00",2018-03-12,"05:30:00","MAW","11WD2WILK000286V","Kraftwerk Wilhelmshaven","11WD2WILH0001255","DEWHV______1_____ ","726","B18","0",NA,"2018","03","11","03","12",2018-03-11 11:10:00,2018-03-12 05:30:00,0.763888888888889
"8586","10YDE-EON------1",2018-03-26,"18:45:00",2018-03-29,"21:59:00","MAW","11WD2BHAF000272F","KW Hafen","11WD2BRE6000118Z","KW Hafen Block 6","300","B18","0",NA,"2018","03","26","03","29",2018-03-26 18:45:00,2018-03-29 21:59:00,3.13472222222222
"8588","10YDE-EON------1",2018-07-31,"04:30:00",2018-07-31,"04:45:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B20","499.5","External Factors","2018","07","31","07","31",2018-07-31 04:30:00,2018-07-31 04:45:00,0.0104166666666667
"8589","10YDE-EON------1",2018-08-30,"07:15:00",2018-08-30,"09:00:00","MAW","11WD2BRKW000294C","Brokdorf","11WD2BROK000123P","Brokdorf","1410","B18","1290","Other","2018","08","30","08","30",2018-08-30 07:15:00,2018-08-30 09:00:00,0.0729166666666667
"8590","10YDE-EON------1",2018-09-18,"22:00:00",2018-09-19,"03:49:00","MAW","11WD2ZOLL0002880","Kraftwerk Zolling","11WD2ZOL50001274","DEZOLLI____1_____","472","B18","230","Other","2018","09","18","09","19",2018-09-18 22:00:00,2018-09-19 03:49:00,0.242361111111111
"8591","10YDE-EON------1",2018-11-02,"12:45:00",2018-11-02,"13:00:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","16.7",NA,"2018","11","02","11","02",2018-11-02 12:45:00,2018-11-02 13:00:00,0.0104166666666667
"8592","10YDE-EON------1",2018-12-10,"08:15:00",2018-12-10,"09:30:00","MAW","11WD2GEBE000177K","Franken I","11WD2GEB1000055R","Franken I Block 1","383","B18","0",NA,"2018","12","10","12","10",2018-12-10 08:15:00,2018-12-10 09:30:00,0.0520833333333333
"8593","10YDE-EON------1",2018-12-22,"12:19:00",2018-12-22,"14:15:00","MAW","11WD2FARK000287K","Kraftwerk Farge","11WD2FARG0001262","DEFARGE____1_____","350","B18","220","Other","2018","12","22","12","22",2018-12-22 12:19:00,2018-12-22 14:15:00,0.0805555555555556
"8594","10YDE-EON------1",2019-02-02,"03:30:00",2019-02-08,"16:00:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2019","02","02","02","08",2019-02-02 03:30:00,2019-02-08 16:00:00,6.52083333333333
"8595","10YDE-EON------1",2019-02-19,"07:45:00",2019-02-19,"08:30:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2019","02","19","02","19",2019-02-19 07:45:00,2019-02-19 08:30:00,0.03125
"8596","10YDE-EON------1",2019-03-31,"07:00:00",2019-03-31,"11:00:00","MAW","11WD2KIKW000301W","Kiel","11WD2KIEL000050P","Kiel","323","B18","183",NA,"2019","03","31","03","31",2019-03-31 07:00:00,2019-03-31 11:00:00,0.166666666666667
"8597","10YDE-EON------1",2019-04-23,"01:00:00",2019-04-23,"06:00:00","MAW","11WD2HANN5C----0","GKW Hannover (GKH)","11WD2HANN5C---1X","Block 1","136","B18","0","Other","2019","04","23","04","23",2019-04-23 01:00:00,2019-04-23 06:00:00,0.208333333333333
"8599","10YDE-EON------1",2019-07-03,"17:15:00",2019-07-04,"14:30:00","MAW","11WD2IRSC000179N","Irsching","11WD2IRG4000061X","Irsching 4","561","B18","0",NA,"2019","07","03","07","04",2019-07-03 17:15:00,2019-07-04 14:30:00,0.885416666666667
"8601","10YDE-EON------1",2019-07-28,"22:45:00",2019-07-29,"06:00:00","MAW","11WD2HUKW000298J","Huntorf","11WD2HUNT0000644","Huntorf GT","321","B20","0","External Factors","2019","07","28","07","29",2019-07-28 22:45:00,2019-07-29 06:00:00,0.302083333333333
"8602","10YDE-EON------1",2019-10-06,"03:30:00",2019-10-06,"05:17:00","MAW","11WD2BHAF000272F","KW Hafen","11WD2BRE6000118Z","KW Hafen Block 6","300","B18","100",NA,"2019","10","06","10","06",2019-10-06 03:30:00,2019-10-06 05:17:00,0.0743055555555556
"8603","10YDE-EON------1",2019-10-18,"21:12:00",2019-10-19,"06:30:00","MAW","11WD2GKBB000334V","GKB Mittelsbueren","11WD2GKBK000335V","GKB Mittelsbueren GuD","450","B18","0",NA,"2019","10","18","10","19",2019-10-18 21:12:00,2019-10-19 06:30:00,0.3875
"8605","10YDE-EON------1",2015-02-10,"14:21:00",2015-02-10,"16:30:00","MAW","11WD2HANN5C----0","GKW Hannover (GKH)","11WD2HANN5C---1X","Block 1","136","B18","0",NA,"2015","02","10","02","10",2015-02-10 14:21:00,2015-02-10 16:30:00,0.0895833333333333
"8606","10YDE-EON------1",2015-03-25,"17:00:00",2015-03-26,"11:00:00","MAW","11WD2HUKW000298J","Huntorf","11WD2HUNT0000644","Huntorf GT","321","B18","171","Other","2015","03","25","03","26",2015-03-25 17:00:00,2015-03-26 11:00:00,0.75
"8607","10YDE-EON------1",2015-06-26,"08:30:00",2015-06-26,"09:11:00","MAW","11WD2ONSO000218S","Offshore Windpark","11WD2ONO2000219G","Nordsee Ost 2","144","B18","43.2",NA,"2015","06","26","06","26",2015-06-26 08:30:00,2015-06-26 09:11:00,0.0284722222222222
"8608","10YDE-EON------1",2015-07-04,"11:15:00",2015-07-04,"13:30:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","400",NA,"2015","07","04","07","04",2015-07-04 11:15:00,2015-07-04 13:30:00,0.09375
"8609","10YDE-EON------1",2015-07-20,"22:00:00",2015-07-20,"23:00:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B20","650","External Factors","2015","07","20","07","20",2015-07-20 22:00:00,2015-07-20 23:00:00,0.0416666666666667
"8610","10YDE-EON------1",2015-08-02,"16:45:00",2015-08-02,"17:00:00","MAW","11WD2STAU0001800","Staudinger","11WD2STA5000066D","Staudinger 5","510","B18","371.8","Other","2015","08","02","08","02",2015-08-02 16:45:00,2015-08-02 17:00:00,0.0104166666666667
"8611","10YDE-EON------1",2015-08-15,"05:45:00",2015-08-15,"22:00:00","MAW","11WD2IRSC000179N","Irsching","11WD2IRG4000061X","Irsching 4","561","B20","350","External Factors","2015","08","15","08","15",2015-08-15 05:45:00,2015-08-15 22:00:00,0.677083333333333
"8612","10YDE-EON------1",2015-08-31,"20:15:00",2015-08-31,"21:30:00","MAW","11WD2W2--0002757","Waldeck II","11WD2W2M1000073I","Waldeck II M5","240","B18","0",NA,"2015","08","31","08","31",2015-08-31 20:15:00,2015-08-31 21:30:00,0.0520833333333333
"8613","10YDE-EON------1",2015-09-15,"17:00:00",2015-09-15,"17:15:00","MAW","11WD2HEKW000297X","Heyden","11WD2HEY40000638","Heyden","875","B18","0","Other","2015","09","15","09","15",2015-09-15 17:00:00,2015-09-15 17:15:00,0.0104166666666667
"8614","10YDE-EON------1",2015-10-01,"08:45:00",2015-10-02,"15:30:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","520",NA,"2015","10","01","10","02",2015-10-01 08:45:00,2015-10-02 15:30:00,1.28125
"8615","10YDE-EON------1",2015-11-20,"10:30:00",2015-11-20,"15:45:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","340",NA,"2015","11","20","11","20",2015-11-20 10:30:00,2015-11-20 15:45:00,0.21875
"8616","10YDE-EON------1",2015-12-07,"17:15:00",2015-12-07,"17:30:00","MAW","11WD2OAMK000342L","Amrumbank West (EC&amp;R)","11WD2OAM-0003416","Amrumbank West","288","B18","77",NA,"2015","12","07","12","07",2015-12-07 17:15:00,2015-12-07 17:30:00,0.0104166666666667
"8617","10YDE-EON------1",2015-12-14,"13:30:00",2015-12-18,"07:00:00","MAW","11WD2HUKW000298J","Huntorf","11WD2HUNT0000644","Huntorf GT","321","B18","115",NA,"2015","12","14","12","18",2015-12-14 13:30:00,2015-12-18 07:00:00,3.72916666666667
"8618","10YDE-EON------1",2016-01-05,"15:35:00",2016-01-05,"20:00:00","MAW","11WD2HANN5C----0","GKW Hannover (GKH)","11WD2HANN5C---1X","Block 1","136","B18","0",NA,"2016","01","05","01","05",2016-01-05 15:35:00,2016-01-05 20:00:00,0.184027777777778
"8619","10YDE-EON------1",2016-01-19,"19:15:00",2016-01-19,"19:30:00","MAW","11WD2WI1K000303F","Wilhelmshaven","11WD2WIL10000688","Wilhelmshaven","757","B18","457",NA,"2016","01","19","01","19",2016-01-19 19:15:00,2016-01-19 19:30:00,0.0104166666666667
